age,gender,income,usage_gb,complaints,tenure_months,plan_type,churn
42.0,female,99717,81.0,1,48,Prepaid,0
79.0,male,26256,55.0,9,30,Postpaid,1
38.0,male,26926,19.0,2,48,Prepaid,0
30.0,female,62904,84.0,8,10,Prepaid,1
25.0,male,82240,98.0,0,40,Postpaid,0
30.0,male,22945,51.0,8,37,Prepaid,1
26.0,male,55257,81.0,0,30,Prepaid,0
53.0,male,30132,6.0,6,38,Postpaid,0
44.0,female,76346,27.0,3,51,Postpaid,0
48.0,male,60498,13.0,4,34,Prepaid,0
69.0,female,68882,29.0,1,23,Postpaid,0
53.0,male,34208,38.0,6,25,Prepaid,0
27.0,male,35997,43.0,6,34,Postpaid,0
41.0,female,67570,32.0,3,35,Postpaid,0
37.0,male,41763,54.0,4,19,Prepaid,0
69.0,male,72146,22.0,5,32,Postpaid,1
37.0,male,23857,35.0,6,17,Postpaid,0
26.0,female,37116,84.0,5,56,Prepaid,1
63.0,female,19150,56.0,0,32,Postpaid,0
44.0,male,17864,3.0,5,50,Postpaid,0
23.0,female,33618,33.0,3,23,Prepaid,0
60.0,female,54050,83.0,4,24,Postpaid,0
31.0,male,22998,18.0,3,18,Prepaid,0
71.0,female,18360,92.0,3,34,Postpaid,0
69.0,female,88955,30.0,2,37,Prepaid,0
40.0,male,56371,63.0,3,34,Postpaid,0
52.0,male,74401,48.0,7,50,Postpaid,0
53.0,male,75359,62.0,2,31,Postpaid,0
58.0,female,19144,79.0,7,49,Postpaid,0
22.0,female,65829,15.0,4,4,Prepaid,0
38.0,male,87460,35.0,6,22,Postpaid,0
28.0,female,50344,57.0,1,43,Postpaid,0
61.0,male,87581,26.0,2,23,Prepaid,0
22.0,male,95127,38.0,9,44,Prepaid,0
50.0,female,59177,88.0,8,35,Prepaid,0
63.0,female,19157,23.0,0,29,Prepaid,0
76.0,male,65571,19.0,9,33,Prepaid,0
35.0,male,89200,58.0,8,54,Postpaid,0
18.0,male,62138,10.0,1,41,Postpaid,0
62.0,male,82011,1.0,2,59,Prepaid,0
18.0,female,58182,87.0,1,6,Prepaid,0
22.0,female,47776,28.0,8,48,Prepaid,1
79.0,male,95102,12.0,8,53,Prepaid,1
71.0,male,23758,65.0,7,55,Prepaid,0
61.0,female,50284,48.0,2,32,Prepaid,0
69.0,male,24028,46.0,9,29,Postpaid,1
22.0,female,68924,44.0,8,35,Postpaid,0
23.0,male,92962,15.0,8,54,Postpaid,0
36.0,male,99800,85.0,3,52,Postpaid,0
19.0,male,31033,1.0,7,56,Prepaid,0
73.0,male,75484,48.0,6,58,Postpaid,0
21.0,male,88670,27.0,1,37,Postpaid,0
51.0,female,85034,64.0,5,16,Prepaid,0
70.0,male,55296,55.0,5,9,Prepaid,0
63.0,female,25703,39.0,5,53,Postpaid,0
32.0,female,51556,53.0,3,9,Postpaid,0
47.0,female,79841,23.0,6,5,Postpaid,1
51.0,female,65756,13.0,8,28,Postpaid,1
65.0,male,44944,90.0,6,44,Postpaid,0
44.0,male,29353,61.0,8,44,Prepaid,0
35.0,female,68667,65.0,7,15,Prepaid,1
67.0,male,48553,99.0,3,30,Postpaid,0
72.0,female,52487,90.0,7,53,Prepaid,0
48.0,female,94463,58.0,6,48,Prepaid,0
19.0,male,10821,79.0,9,55,Prepaid,0
49.0,male,31443,53.0,3,46,Prepaid,0
73.0,male,92784,24.0,1,6,Postpaid,0
79.0,male,92942,62.0,6,13,Prepaid,0
42.0,male,37225,91.0,6,10,Prepaid,1
27.0,female,99478,88.0,6,8,Prepaid,1
53.0,female,29042,51.0,7,51,Prepaid,0
69.0,male,14671,94.0,5,42,Postpaid,0
76.0,female,37640,20.0,0,54,Prepaid,0
21.0,female,57824,5.0,8,19,Postpaid,0
36.0,female,10541,40.0,2,58,Prepaid,0
47.0,female,25463,21.0,2,55,Postpaid,0
24.0,male,81181,95.0,8,7,Prepaid,0
72.0,female,65954,12.0,7,52,Postpaid,0
24.0,male,64475,53.0,5,7,Postpaid,0
59.0,male,99058,77.0,6,27,Prepaid,0
74.0,male,30555,11.0,0,11,Prepaid,0
60.0,male,90719,5.0,2,35,Prepaid,0
65.0,female,41967,55.0,2,2,Postpaid,0
34.0,male,93236,90.0,4,50,Postpaid,0
69.0,female,80485,2.0,3,29,Prepaid,0
43.0,female,29201,3.0,0,52,Prepaid,0
21.0,male,28844,92.0,6,26,Prepaid,0
40.0,female,58808,60.0,5,33,Postpaid,0
39.0,female,55247,70.0,3,44,Postpaid,0
50.0,female,31134,28.0,8,58,Prepaid,0
34.0,male,33433,31.0,3,23,Postpaid,0
46.0,male,90948,47.0,1,31,Prepaid,0
44.0,male,77832,22.0,8,20,Prepaid,1
38.0,female,27203,44.0,1,3,Prepaid,0
61.0,female,75271,95.0,0,52,Postpaid,0
36.0,female,23856,75.0,4,34,Prepaid,1
65.0,male,50050,87.0,5,22,Postpaid,0
33.0,female,11094,50.0,2,46,Prepaid,0
71.0,male,68430,78.0,8,49,Prepaid,0
40.0,female,26375,42.0,2,59,Prepaid,0
20.0,female,31246,62.0,9,26,Prepaid,0
27.0,male,27078,73.0,6,7,Prepaid,1
67.0,male,26506,82.0,1,29,Postpaid,0
72.0,male,16974,92.0,4,26,Postpaid,1
31.0,female,59902,11.0,0,13,Postpaid,0
55.0,female,88096,79.0,8,35,Prepaid,0
53.0,male,37136,71.0,6,25,Prepaid,1
26.0,male,80199,73.0,4,53,Prepaid,0
46.0,male,58922,2.0,6,3,Prepaid,1
61.0,male,32903,49.0,6,43,Prepaid,1
77.0,female,15551,96.0,5,36,Postpaid,0
70.0,male,80493,90.0,3,14,Prepaid,0
24.0,female,12061,23.0,3,21,Postpaid,0
32.0,male,47994,49.0,2,51,Prepaid,0
45.0,female,13083,86.0,7,22,Prepaid,1
27.0,female,79796,93.0,4,40,Prepaid,0
53.0,male,99084,33.0,4,31,Prepaid,0
18.0,male,39070,80.0,7,53,Prepaid,0
25.0,female,38224,83.0,5,39,Prepaid,0
20.0,male,60818,15.0,9,50,Postpaid,0
36.0,male,55179,4.0,2,54,Prepaid,0
65.0,female,44344,5.0,0,8,Prepaid,0
28.0,male,42929,15.0,4,50,Prepaid,0
79.0,female,26890,74.0,5,57,Prepaid,0
34.0,female,32567,39.0,8,3,Postpaid,0
20.0,male,62706,68.0,6,27,Postpaid,1
38.0,male,76094,9.0,9,16,Postpaid,0
64.0,male,77574,60.0,0,58,Prepaid,0
24.0,male,56482,74.0,5,21,Postpaid,1
22.0,male,77779,97.0,8,12,Prepaid,1
70.0,female,63281,32.0,5,6,Prepaid,0
54.0,male,42066,54.0,2,47,Prepaid,0
39.0,male,41802,48.0,7,4,Prepaid,0
64.0,male,56684,35.0,8,18,Postpaid,1
70.0,male,37689,64.0,2,33,Prepaid,0
40.0,male,78740,56.0,5,3,Postpaid,0
52.0,male,26667,83.0,8,11,Prepaid,1
18.0,female,14904,3.0,1,59,Prepaid,0
36.0,female,54202,22.0,0,28,Postpaid,0
54.0,female,16469,58.0,7,18,Postpaid,0
30.0,female,27242,57.0,7,52,Postpaid,1
79.0,female,43860,90.0,1,5,Postpaid,0
78.0,male,10375,67.0,5,16,Prepaid,0
33.0,male,30112,1.0,7,51,Postpaid,0
42.0,female,59029,49.0,9,45,Postpaid,0
29.0,male,43718,84.0,8,26,Prepaid,0
49.0,female,90672,87.0,2,58,Prepaid,0
25.0,female,18437,80.0,5,35,Postpaid,1
42.0,male,74775,48.0,7,44,Postpaid,0
52.0,female,63280,11.0,2,59,Prepaid,0
55.0,female,67981,22.0,1,30,Postpaid,0
54.0,female,70456,84.0,4,29,Prepaid,0
31.0,male,14712,34.0,7,40,Postpaid,1
67.0,male,81265,76.0,5,4,Postpaid,1
60.0,male,39822,4.0,6,26,Prepaid,0
64.0,male,68547,49.0,6,41,Postpaid,0
47.0,female,36455,95.0,9,23,Prepaid,1
73.0,female,45674,25.0,6,42,Prepaid,0
42.0,male,73003,4.0,1,24,Postpaid,0
67.0,female,94143,29.0,4,12,Prepaid,0
30.0,female,89017,7.0,1,9,Prepaid,1
33.0,male,75369,61.0,7,33,Postpaid,0
50.0,male,58468,19.0,9,12,Prepaid,0
52.0,female,57491,25.0,7,22,Postpaid,1
64.0,female,96905,59.0,2,31,Prepaid,0
36.0,female,28616,33.0,6,3,Postpaid,1
72.0,female,95867,65.0,0,25,Prepaid,0
38.0,female,68407,93.0,2,19,Prepaid,1
51.0,female,65451,93.0,3,19,Prepaid,0
75.0,male,63254,73.0,4,54,Prepaid,0
51.0,female,83122,96.0,3,55,Prepaid,1
60.0,female,71499,73.0,4,18,Postpaid,0
74.0,male,18534,7.0,0,52,Postpaid,0
78.0,female,80301,95.0,8,14,Prepaid,1
48.0,female,75585,57.0,3,21,Prepaid,0
43.0,male,92354,1.0,8,56,Postpaid,0
30.0,male,94282,62.0,0,6,Prepaid,0
51.0,female,95415,25.0,8,23,Postpaid,1
74.0,female,13849,53.0,6,48,Postpaid,1
48.0,female,66716,66.0,2,56,Postpaid,0
39.0,male,94097,3.0,7,56,Postpaid,1
24.0,female,96936,44.0,7,52,Postpaid,0
42.0,male,59437,6.0,7,57,Postpaid,0
32.0,male,92028,12.0,8,28,Prepaid,0
78.0,male,89239,21.0,9,20,Postpaid,0
50.0,female,10235,78.0,1,23,Postpaid,0
26.0,female,89648,41.0,2,8,Prepaid,1
22.0,male,67385,5.0,0,9,Postpaid,0
70.0,male,61635,74.0,0,58,Prepaid,0
75.0,male,26062,54.0,1,12,Postpaid,0
65.0,male,92681,15.0,6,37,Prepaid,0
25.0,male,36567,56.0,6,14,Prepaid,1
24.0,female,47603,25.0,0,40,Prepaid,0
30.0,male,36775,63.0,4,28,Prepaid,0
64.0,male,97267,94.0,1,7,Prepaid,0
65.0,male,53481,32.0,1,22,Postpaid,0
69.0,female,20262,74.0,0,44,Prepaid,0
24.0,male,10977,3.0,5,48,Postpaid,1
27.0,male,98215,41.0,0,18,Prepaid,0
73.0,female,31221,89.0,7,18,Prepaid,1
75.0,male,79364,8.0,9,44,Prepaid,1
62.0,male,12620,92.0,8,26,Prepaid,1
24.0,female,90711,10.0,8,5,Prepaid,1
22.0,female,68550,48.0,7,8,Prepaid,1
21.0,female,30227,18.0,9,23,Prepaid,0
60.0,male,90035,3.0,8,17,Prepaid,1
70.0,male,36803,35.0,2,8,Prepaid,0
57.0,female,99800,58.0,6,47,Prepaid,0
34.0,female,63956,72.0,3,28,Prepaid,0
64.0,female,50370,32.0,8,42,Postpaid,0
21.0,female,15266,49.0,0,1,Postpaid,0
69.0,female,33412,19.0,4,24,Postpaid,0
73.0,female,15246,73.0,3,29,Postpaid,0
62.0,female,86779,17.0,8,35,Prepaid,1
72.0,female,19015,86.0,2,58,Prepaid,0
54.0,female,20184,18.0,8,28,Postpaid,0
47.0,female,21203,66.0,4,29,Postpaid,0
37.0,male,97681,33.0,6,53,Prepaid,0
75.0,female,97350,99.0,5,24,Prepaid,0
61.0,male,74335,28.0,4,24,Postpaid,0
29.0,male,16637,94.0,3,10,Prepaid,1
77.0,male,55354,83.0,2,43,Postpaid,0
21.0,female,95356,47.0,6,2,Prepaid,1
54.0,male,18698,50.0,3,13,Prepaid,0
29.0,male,81422,36.0,8,25,Prepaid,1
59.0,male,11637,43.0,1,26,Postpaid,0
43.0,male,82354,47.0,2,3,Prepaid,0
45.0,male,59007,15.0,0,32,Prepaid,0
59.0,male,89910,32.0,8,58,Prepaid,0
64.0,female,47246,87.0,4,7,Postpaid,0
41.0,male,80679,97.0,0,30,Prepaid,0
79.0,female,85839,6.0,0,35,Postpaid,0
48.0,female,39241,73.0,9,20,Postpaid,0
27.0,female,67807,24.0,8,34,Postpaid,0
18.0,female,51480,65.0,2,21,Postpaid,0
30.0,female,48870,62.0,6,10,Prepaid,0
60.0,female,81976,88.0,2,50,Postpaid,0
51.0,male,30340,70.0,8,59,Prepaid,0
38.0,female,20768,82.0,7,23,Prepaid,0
47.0,male,53237,80.0,4,6,Prepaid,1
69.0,female,83948,65.0,9,10,Prepaid,1
53.0,female,24669,41.0,2,53,Prepaid,0
21.0,female,40619,34.0,9,52,Postpaid,1
21.0,female,70031,35.0,2,29,Prepaid,0
47.0,male,52916,36.0,8,52,Postpaid,0
43.0,male,64515,29.0,8,14,Prepaid,0
70.0,female,57521,31.0,5,24,Postpaid,0
54.0,male,82906,57.0,1,7,Postpaid,0
64.0,male,88773,27.0,7,33,Postpaid,1
54.0,male,50457,35.0,6,42,Prepaid,0
39.0,female,48845,71.0,8,57,Postpaid,0
58.0,male,35078,33.0,2,45,Prepaid,0
56.0,female,49936,11.0,2,40,Prepaid,0
62.0,male,85275,2.0,3,40,Postpaid,0
29.0,male,55148,76.0,3,38,Postpaid,0
57.0,male,72189,94.0,0,25,Prepaid,0
35.0,male,47656,68.0,1,30,Prepaid,0
66.0,female,73603,6.0,4,11,Postpaid,0
67.0,female,74118,56.0,9,2,Prepaid,1
56.0,female,57527,27.0,1,47,Postpaid,0
76.0,male,94104,32.0,2,30,Postpaid,0
51.0,female,88838,92.0,8,52,Postpaid,0
19.0,female,24257,82.0,0,8,Prepaid,0
55.0,female,30500,73.0,0,24,Prepaid,0
66.0,female,95931,50.0,8,16,Prepaid,1
24.0,female,46152,58.0,2,50,Postpaid,0
24.0,female,37935,91.0,3,23,Postpaid,0
34.0,male,81660,66.0,0,38,Postpaid,0
70.0,male,64193,58.0,4,5,Postpaid,0
50.0,female,21966,10.0,9,32,Postpaid,0
78.0,female,18260,99.0,9,27,Prepaid,0
72.0,male,82729,81.0,6,37,Postpaid,0
52.0,male,78837,37.0,6,35,Postpaid,0
60.0,female,41733,25.0,6,7,Postpaid,0
38.0,female,87620,96.0,6,3,Postpaid,0
23.0,male,21295,95.0,5,8,Prepaid,0
42.0,female,88213,42.0,2,13,Prepaid,0
54.0,female,17123,23.0,8,43,Prepaid,0
29.0,female,67246,79.0,8,16,Postpaid,1
31.0,female,85872,62.0,1,58,Postpaid,0
18.0,male,65737,90.0,0,6,Prepaid,0
63.0,male,80075,54.0,7,30,Postpaid,1
73.0,female,40943,55.0,0,43,Postpaid,0
69.0,male,35923,15.0,8,4,Postpaid,1
41.0,male,33933,60.0,9,31,Postpaid,1
54.0,male,20472,36.0,0,5,Prepaid,0
77.0,female,34959,21.0,7,47,Prepaid,0
54.0,female,32251,78.0,1,28,Prepaid,0
36.0,male,78102,35.0,2,52,Postpaid,1
38.0,female,29168,22.0,5,39,Postpaid,1
63.0,male,24936,96.0,6,19,Prepaid,1
45.0,male,75975,96.0,0,10,Postpaid,0
69.0,female,58406,49.0,1,10,Postpaid,0
71.0,female,29400,30.0,2,2,Prepaid,0
20.0,male,73530,17.0,6,18,Postpaid,1
62.0,male,29448,63.0,4,44,Postpaid,0
40.0,female,80702,61.0,2,21,Prepaid,0
50.0,male,12904,62.0,1,9,Postpaid,0
34.0,male,63112,77.0,9,5,Prepaid,1
40.0,male,63717,47.0,7,26,Postpaid,0
38.0,male,43555,68.0,9,13,Postpaid,1
21.0,female,72008,65.0,4,44,Postpaid,0
66.0,male,44175,79.0,8,20,Postpaid,0
26.0,male,68814,74.0,6,8,Prepaid,0
41.0,male,30119,4.0,5,17,Postpaid,0
29.0,male,61173,62.0,4,27,Prepaid,0
27.0,male,78063,97.0,5,3,Prepaid,1
41.0,male,96946,56.0,4,7,Prepaid,0
74.0,male,42426,53.0,6,57,Postpaid,0
76.0,female,52546,61.0,4,21,Prepaid,0
41.0,female,52870,56.0,9,45,Prepaid,0
49.0,female,87412,40.0,8,54,Prepaid,0
79.0,male,96630,99.0,4,7,Prepaid,0
32.0,female,68140,8.0,3,41,Postpaid,0
76.0,male,83993,81.0,7,50,Prepaid,0
24.0,female,17574,16.0,6,2,Postpaid,1
32.0,male,78334,21.0,2,19,Postpaid,0
38.0,female,82907,61.0,8,8,Prepaid,1
20.0,male,74341,64.0,6,2,Postpaid,0
68.0,male,62594,92.0,6,18,Prepaid,0
71.0,male,90962,30.0,7,11,Prepaid,0
41.0,female,68817,3.0,2,53,Postpaid,0
69.0,male,86175,26.0,7,15,Postpaid,0
65.0,male,26220,54.0,1,45,Postpaid,0
67.0,female,69884,36.0,7,4,Postpaid,0
67.0,male,49374,25.0,5,37,Postpaid,1
53.0,male,88147,91.0,5,42,Prepaid,0
24.0,male,89252,56.0,7,10,Prepaid,1
75.0,male,85958,67.0,3,26,Prepaid,0
55.0,male,29388,75.0,7,55,Prepaid,0
73.0,male,54307,41.0,0,37,Postpaid,0
77.0,female,10011,73.0,6,48,Postpaid,0
29.0,male,98167,96.0,7,26,Prepaid,0
42.0,female,33175,72.0,0,15,Prepaid,0
29.0,male,66198,30.0,6,28,Postpaid,0
21.0,female,53878,78.0,7,24,Postpaid,0
77.0,male,91416,24.0,5,58,Prepaid,0
75.0,male,83915,8.0,6,26,Prepaid,1
75.0,male,79923,44.0,0,38,Prepaid,0
72.0,female,67896,51.0,9,35,Prepaid,0
58.0,female,20744,47.0,9,22,Prepaid,0
50.0,female,92715,26.0,7,23,Postpaid,1
79.0,female,15636,28.0,0,50,Prepaid,0
52.0,male,51000,92.0,4,13,Postpaid,0
57.0,female,44148,29.0,8,25,Postpaid,1
31.0,female,45173,78.0,6,40,Prepaid,0
64.0,female,97950,26.0,9,4,Prepaid,0
68.0,female,30827,11.0,6,40,Postpaid,0
60.0,male,62196,7.0,7,50,Prepaid,0
48.0,male,29625,25.0,3,27,Postpaid,0
30.0,male,92039,84.0,8,35,Prepaid,1
20.0,female,76249,46.0,5,29,Postpaid,1
56.0,female,47335,69.0,8,40,Postpaid,1
60.0,female,17232,96.0,2,3,Postpaid,1
65.0,female,23742,5.0,2,37,Prepaid,0
76.0,male,31844,11.0,0,27,Postpaid,0
48.0,male,46566,92.0,6,3,Postpaid,1
69.0,male,89730,57.0,7,48,Postpaid,0
62.0,female,20761,62.0,2,9,Postpaid,0
35.0,female,61922,34.0,3,35,Postpaid,0
70.0,female,41258,82.0,5,51,Prepaid,0
21.0,female,14192,64.0,7,55,Postpaid,0
55.0,male,65739,26.0,3,38,Postpaid,0
76.0,female,73382,65.0,4,43,Postpaid,0
58.0,female,96353,1.0,1,35,Postpaid,0
76.0,female,55601,24.0,8,46,Postpaid,0
21.0,female,39286,21.0,8,58,Postpaid,0
51.0,female,86906,78.0,7,28,Prepaid,1
66.0,male,32262,73.0,8,25,Postpaid,0
57.0,female,71419,10.0,7,11,Prepaid,1
72.0,male,94905,90.0,8,58,Postpaid,1
46.0,female,10400,81.0,4,54,Postpaid,0
60.0,female,93265,44.0,2,42,Prepaid,0
44.0,female,28516,21.0,9,39,Postpaid,1
72.0,male,53341,42.0,0,13,Prepaid,0
25.0,male,33216,59.0,4,54,Prepaid,0
33.0,female,23005,63.0,7,4,Prepaid,0
23.0,female,73200,35.0,7,37,Postpaid,1
61.0,male,53396,11.0,6,15,Postpaid,0
32.0,female,55838,61.0,4,27,Prepaid,0
37.0,female,53524,70.0,9,6,Postpaid,1
69.0,female,77270,27.0,2,8,Prepaid,0
40.0,male,96949,64.0,1,23,Prepaid,0
27.0,female,56158,57.0,6,24,Postpaid,0
19.0,male,24003,50.0,3,53,Prepaid,0
32.0,female,39464,1.0,4,36,Postpaid,1
74.0,female,54642,31.0,4,2,Prepaid,0
52.0,male,19329,38.0,2,55,Postpaid,0
79.0,female,30619,83.0,9,37,Postpaid,0
31.0,male,28235,82.0,3,49,Postpaid,0
39.0,female,97566,87.0,6,55,Postpaid,1
28.0,male,46070,46.0,1,31,Postpaid,0
42.0,female,89114,33.0,9,11,Postpaid,1
52.0,male,59630,50.0,9,27,Postpaid,1
68.0,male,55548,79.0,0,41,Postpaid,0
40.0,male,94477,62.0,6,2,Postpaid,1
65.0,female,72275,60.0,5,56,Postpaid,0
56.0,male,31574,43.0,1,21,Prepaid,0
36.0,male,35348,69.0,7,39,Postpaid,0
74.0,male,69947,86.0,7,58,Prepaid,0
44.0,male,10201,67.0,8,52,Prepaid,1
27.0,male,23729,40.0,6,44,Prepaid,0
77.0,female,16689,84.0,7,18,Postpaid,0
74.0,female,74237,94.0,7,31,Prepaid,0
21.0,female,49720,79.0,7,30,Prepaid,0
73.0,female,11020,87.0,5,51,Prepaid,0
76.0,female,76749,27.0,7,3,Prepaid,0
69.0,male,69032,42.0,0,2,Prepaid,0
33.0,female,74677,25.0,6,7,Prepaid,0
57.0,male,24689,37.0,2,57,Prepaid,1
51.0,female,88744,73.0,4,32,Postpaid,0
56.0,male,26229,67.0,7,42,Postpaid,0
56.0,female,61378,1.0,1,6,Prepaid,0
57.0,male,60301,75.0,7,1,Prepaid,1
49.0,male,29685,20.0,2,39,Postpaid,0
60.0,male,43787,19.0,7,42,Prepaid,0
50.0,female,14697,54.0,7,26,Postpaid,0
19.0,male,52417,24.0,0,5,Prepaid,0
20.0,male,70940,96.0,2,29,Postpaid,0
77.0,male,37799,15.0,8,38,Prepaid,1
74.0,female,58399,16.0,3,13,Postpaid,0
54.0,female,95812,76.0,4,18,Postpaid,0
28.0,female,31115,29.0,0,45,Postpaid,0
66.0,female,36159,71.0,6,13,Postpaid,1
26.0,male,20799,68.0,0,6,Prepaid,0
41.0,female,58784,19.0,2,38,Postpaid,0
38.0,male,28345,58.0,4,2,Postpaid,1
18.0,male,86891,54.0,7,26,Postpaid,0
68.0,male,36184,10.0,4,34,Postpaid,0
49.0,male,69776,76.0,9,4,Postpaid,1
37.0,male,27029,85.0,5,39,Prepaid,0
49.0,female,39049,94.0,2,49,Postpaid,0
18.0,female,25407,9.0,1,58,Prepaid,0
45.0,male,59719,18.0,7,16,Prepaid,1
50.0,male,12499,82.0,4,20,Postpaid,0
39.0,female,17469,31.0,6,37,Prepaid,1
69.0,male,55128,62.0,3,36,Prepaid,0
33.0,female,59111,35.0,2,36,Postpaid,0
26.0,male,39674,22.0,5,19,Postpaid,1
50.0,female,48825,62.0,2,4,Postpaid,0
73.0,female,47483,21.0,9,2,Prepaid,1
41.0,male,78214,14.0,7,59,Postpaid,0
20.0,male,50180,53.0,8,24,Prepaid,0
78.0,female,86311,20.0,2,27,Prepaid,0
45.0,male,29532,20.0,0,37,Prepaid,0
28.0,male,27965,78.0,0,13,Postpaid,0
56.0,male,46335,53.0,8,23,Postpaid,0
37.0,male,17338,54.0,8,26,Postpaid,0
76.0,female,70394,15.0,6,6,Postpaid,1
36.0,male,45150,16.0,5,36,Postpaid,0
52.0,male,42975,39.0,2,12,Prepaid,0
51.0,female,58073,39.0,7,1,Postpaid,0
33.0,female,17389,45.0,5,37,Postpaid,1
48.0,female,43912,14.0,6,18,Prepaid,1
24.0,female,97499,89.0,0,43,Prepaid,0
57.0,male,66570,36.0,5,32,Prepaid,1
65.0,female,61657,81.0,6,2,Postpaid,0
76.0,male,55508,40.0,7,41,Prepaid,0
38.0,female,52185,47.0,1,3,Postpaid,0
35.0,female,94296,12.0,0,19,Prepaid,0
52.0,female,93731,67.0,8,41,Postpaid,0
60.0,female,46845,6.0,3,24,Postpaid,0
79.0,male,93225,75.0,4,23,Prepaid,0
19.0,male,17424,88.0,6,14,Prepaid,0
32.0,female,38774,36.0,4,27,Postpaid,0
34.0,male,37174,88.0,9,18,Prepaid,0
33.0,female,72753,70.0,8,56,Postpaid,1
46.0,female,64530,1.0,3,41,Prepaid,0
72.0,male,52534,21.0,1,54,Prepaid,0
19.0,female,33042,64.0,9,20,Postpaid,1
68.0,female,55618,70.0,7,57,Prepaid,0
56.0,female,34208,10.0,7,17,Prepaid,1
56.0,male,54773,68.0,4,19,Prepaid,0
60.0,male,40561,81.0,4,18,Prepaid,0
25.0,male,89975,10.0,1,35,Prepaid,0
64.0,male,77152,88.0,4,37,Postpaid,0
33.0,male,25774,53.0,5,4,Prepaid,0
50.0,male,94611,62.0,1,34,Prepaid,0
59.0,male,69290,6.0,6,57,Postpaid,0
55.0,male,41533,61.0,6,25,Postpaid,0
38.0,female,57741,45.0,8,42,Prepaid,1
42.0,female,27593,37.0,0,38,Prepaid,0
47.0,female,14214,78.0,2,58,Postpaid,0
20.0,male,47857,25.0,4,38,Postpaid,0
63.0,female,80395,6.0,8,28,Postpaid,0
24.0,female,41665,50.0,2,1,Postpaid,0
46.0,male,44582,74.0,9,48,Postpaid,0
58.0,female,99102,14.0,9,21,Prepaid,1
22.0,male,98852,98.0,0,55,Prepaid,1
79.0,female,51748,67.0,3,15,Postpaid,0
41.0,male,13976,93.0,2,26,Postpaid,0
18.0,female,71135,47.0,4,49,Prepaid,0
58.0,male,74324,13.0,9,9,Prepaid,1
52.0,female,92240,18.0,3,17,Prepaid,0
57.0,female,95324,50.0,6,47,Prepaid,1
64.0,male,66615,59.0,1,19,Postpaid,0
47.0,male,19641,73.0,5,57,Postpaid,0
69.0,male,32444,79.0,3,32,Postpaid,0
40.0,male,74501,76.0,9,49,Postpaid,0
51.0,male,64666,59.0,7,33,Prepaid,1
27.0,female,49238,2.0,2,3,Prepaid,1
56.0,female,46168,53.0,6,48,Postpaid,0
34.0,female,73859,82.0,3,25,Prepaid,0
61.0,female,48011,84.0,4,23,Prepaid,0
67.0,female,23930,83.0,4,44,Postpaid,0
71.0,male,98139,2.0,8,17,Prepaid,0
75.0,female,41444,44.0,2,26,Postpaid,0
25.0,male,35073,62.0,0,36,Prepaid,1
26.0,female,16238,25.0,1,36,Prepaid,0
75.0,male,52204,41.0,8,43,Postpaid,0
41.0,male,98758,10.0,2,5,Prepaid,0
19.0,male,24388,20.0,0,59,Postpaid,0
35.0,female,32023,1.0,4,36,Postpaid,0
69.0,female,26068,97.0,8,37,Postpaid,0
40.0,female,18464,86.0,8,53,Prepaid,0
22.0,male,64313,40.0,9,29,Postpaid,1
62.0,female,36837,1.0,6,2,Prepaid,1
30.0,female,77591,34.0,8,8,Postpaid,0
39.0,male,46057,43.0,7,56,Prepaid,0
18.0,female,67281,17.0,0,59,Prepaid,0
55.0,female,18045,66.0,4,5,Postpaid,0
45.0,male,39635,99.0,5,41,Prepaid,1
71.0,male,47264,84.0,4,39,Postpaid,0
38.0,male,15365,85.0,8,10,Postpaid,1
30.0,female,47735,83.0,9,47,Prepaid,1
28.0,female,52323,7.0,5,28,Prepaid,0
30.0,female,46345,55.0,0,14,Prepaid,0
45.0,female,55384,57.0,3,34,Prepaid,0
23.0,male,81751,10.0,1,54,Postpaid,0
42.0,male,79358,15.0,4,13,Prepaid,0
70.0,male,11269,56.0,2,37,Postpaid,0
65.0,male,67626,71.0,0,44,Prepaid,0
57.0,female,91367,21.0,1,37,Prepaid,0
73.0,female,88413,48.0,4,39,Postpaid,0
66.0,female,39101,8.0,1,43,Postpaid,0
58.0,female,80468,11.0,0,14,Postpaid,0
71.0,male,82087,58.0,2,6,Prepaid,0
25.0,female,42929,56.0,6,59,Postpaid,0
68.0,male,88222,75.0,6,19,Postpaid,0
36.0,female,66899,91.0,3,56,Postpaid,0
63.0,female,77599,19.0,6,16,Prepaid,0
74.0,female,77255,34.0,1,16,Postpaid,0
48.0,female,80321,85.0,7,2,Prepaid,1
23.0,male,96119,6.0,0,27,Prepaid,0
40.0,female,87167,82.0,1,56,Postpaid,1
43.0,female,48011,94.0,9,53,Postpaid,1
76.0,female,60584,10.0,4,18,Prepaid,1
76.0,male,68345,15.0,5,24,Prepaid,0
53.0,male,87089,68.0,3,40,Postpaid,0
76.0,female,45339,48.0,6,57,Postpaid,0
45.0,male,38167,98.0,7,36,Prepaid,1
43.0,female,76404,54.0,7,12,Postpaid,1
69.0,male,95875,65.0,2,22,Prepaid,1
59.0,female,92079,24.0,6,43,Prepaid,0
50.0,male,23316,33.0,7,2,Postpaid,0
46.0,female,92730,18.0,4,36,Postpaid,0
61.0,male,81026,15.0,3,46,Prepaid,0
64.0,female,24137,12.0,6,21,Prepaid,0
